Name,Location,Price,Cuisine,Longitude,Latitude,Award,GreenStar,FacilitiesAndServices,Stars,Country
Cuchara,"Lommel, Belgium",4,"Creative, Modern Cuisine",5.3096729,51.231034,2 Stars,0,"Air conditioning,Credit cards not accepted,Terrace",twoStar,Belgium
Ma Langue Sourit,"Oetrange, Luxembourg",4,Modern Cuisine,6.2495447,49.5977462,2 Stars,0,"Car park,Interesting wine list,Terrace",twoStar,Luxembourg
Léa Linster,"Frisange, Luxembourg",4,Modern French,6.187337,49.51803,2 Stars,0,"Car park,Garden or park,Great view,Interesting wine list,Terrace",twoStar,Luxembourg
Vrijmoed,"Gent, Belgium",4,"Creative, Modern Cuisine",3.7288256,51.0511061,2 Stars,0,Interesting wine list,twoStar,Belgium
Bozar Restaurant,"Brussels, Belgium",4,"Modern French, Creative",4.359821,50.8442419,2 Stars,0,"Interesting wine list,Terrace,Valet parking",twoStar,Belgium
Nuance,"Duffel, Belgium",4,Creative,4.505835,51.0957136,2 Stars,0,"Air conditioning,Interesting wine list",twoStar,Belgium
Castor,"Beveren-Leie, Belgium",4,Modern French,3.3429009,50.8719025,2 Stars,0,"Air conditioning,Car park,Interesting wine list,Terrace,Wheelchair access",twoStar,Belgium
Bartholomeus,"Heist, Belgium",4,Modern Cuisine,3.2436215,51.341769,2 Stars,0,"Air conditioning,Counter dining,Great view,Interesting wine list",twoStar,Belgium
Hof van Cleve - Floris Van Der Veken,"Kruishoutem, Belgium",4,Creative,3.509638,50.9035909,2 Stars,0,"Air conditioning,Car park,Great view,Interesting wine list,Terrace",twoStar,Belgium
Le Chalet de la Forêt,"Uccle, Belgium",4,"Creative, Modern French",4.3866247,50.7847298,2 Stars,0,"Air conditioning,Car park,Interesting wine list,Terrace,Valet parking",twoStar,Belgium
La Paix,"Anderlecht, Belgium",4,"Asian Influences, Creative",4.3282651,50.8437191,2 Stars,0,"Air conditioning,Valet parking",twoStar,Belgium
L'Atelier de Joël Robuchon Miami,"Miami, FL, USA",4,"French, Contemporary",-80.1921438,25.814444,2 Stars,0,"Air conditioning,Counter dining,Terrace",twoStar,USA
Sorekara,"Orlando, FL, USA",4,"Japanese, Contemporary",-81.3259631,28.5689965,2 Stars,0,"Air conditioning,Car park,Counter dining,Interesting wine list",twoStar,USA
Aramburu,"Buenos Aires, Argentina",4,Creative,-58.3891732,-34.5916443,2 Stars,0,Air conditioning,twoStar,Argentina
Rozó,"Marcq-en-Barœul, France",4,"Creative, Modern Cuisine",3.0909516,50.6752,2 Stars,0,"Air conditioning,Interesting wine list,Wheelchair access",twoStar,France
Villa René Lalique,"Wingen-sur-Moder, France",4,"Creative, Modern Cuisine",7.365027,48.9185,2 Stars,0,"Air conditioning,Car park,Garden or park,Interesting wine list,Wheelchair access",twoStar,France
Le Jules Verne,"Paris, France",4,Modern Cuisine,2.29462,48.85756,2 Stars,0,"Air conditioning,Great view,Interesting wine list,Valet parking,Wheelchair access",twoStar,France
Marsan par Hélène Darroze,"Paris, France",4,Modern Cuisine,2.3279216,48.8499883,2 Stars,0,"Air conditioning,Interesting wine list",twoStar,France
David Toutain,"Paris, France",4,Creative,2.3097038,48.8602663,2 Stars,1,"Air conditioning,Interesting wine list",twoStar,France
L'Abysse Monte-Carlo,"Monaco, Principality of Monaco",4,Japanese,7.4259282,43.7384886,2 Stars,0,"Air conditioning,Interesting wine list,Notable sake list,Valet parking,Wheelchair access",twoStar,Principality of Monaco
Le Taillevent,"Paris, France",4,Classic Cuisine,2.3024829,48.874195,2 Stars,0,"Air conditioning,Interesting wine list,Valet parking,Wheelchair access",twoStar,France
Maison Aribert,"Uriage-les-Bains, France",4,"Creative, Modern Cuisine",5.8315479,45.1417394,2 Stars,1,"Car park,Interesting wine list,Valet parking,Wheelchair access",twoStar,France
Table - Bruno Verjus,"Paris, France",4,Modern Cuisine,2.3759654,48.8486151,2 Stars,1,Interesting wine list,twoStar,France
Blue Bay Marcel Ravin,"Monaco, Principality of Monaco",4,Creative,7.4379746,43.7488966,2 Stars,0,"Car park,Terrace,Valet parking,Wheelchair access",twoStar,Principality of Monaco
L'Orangerie,"Paris, France",4,Modern Cuisine,2.3008263,48.8687851,2 Stars,0,"Air conditioning,Interesting wine list,Valet parking,Wheelchair access",twoStar,France
Le Grand Restaurant - Jean-François Piège,"Paris, France",4,Creative,2.3193146,48.8701983,2 Stars,0,"Air conditioning,Interesting wine list,Wheelchair access",twoStar,France
Guy Savoy,"Paris, France",4,Modern Cuisine,2.3391955,48.8566248,2 Stars,0,"Air conditioning,Interesting wine list,Valet parking,Wheelchair access",twoStar,France
Restaurant Le Meurice Alain Ducasse,"Paris, France",4,Creative,2.3278399,48.86525,2 Stars,0,"Air conditioning,Interesting wine list,Valet parking",twoStar,France
Relais de la Poste,"Magescq, France",4,Classic Cuisine,-1.2179647,43.7787343,2 Stars,0,"Air conditioning,Car park,Garden or park,Interesting wine list",twoStar,France
Paul Bocuse,"Collonges-au-Mont-d'Or, France",4,Classic Cuisine,4.8475623,45.8156437,2 Stars,0,"Air conditioning,Car park,Interesting wine list,Valet parking,Wheelchair access",twoStar,France
Takao Takano,"Lyon, France",4,Creative,4.8426431,45.7704565,2 Stars,0,"Air conditioning,Interesting wine list,Wheelchair access",twoStar,France
Mère Brazier,"Lyon, France",4,Classic Cuisine,4.8372034,45.7714309,2 Stars,0,"Air conditioning,Interesting wine list,Valet parking",twoStar,France
Le Pré - Xavier Beaudiment,"Clermont-Ferrand, France",4,Creative,3.0519431,45.7886787,2 Stars,0,"Air conditioning,Car park,Interesting wine list,Wheelchair access",twoStar,France
JY'S,"Colmar, France",4,Creative,7.3533263,48.0755636,2 Stars,0,"Air conditioning,Interesting wine list,Terrace,Wheelchair access",twoStar,France
Serge Vieira,"Chaudes-Aigues, France",4,Creative,3.0019613,44.8442761,2 Stars,1,"Air conditioning,Car park,Great view,Interesting wine list,Wheelchair access",twoStar,France
Sushi Yoshinaga,"Paris, France",4,Japanese,2.3349558,48.8698375,2 Stars,0,"Air conditioning,Notable sake list",twoStar,France
Le Neuvième Art,"Lyon, France",4,"Creative, Modern Cuisine",4.8564194,45.767953,2 Stars,0,"Air conditioning,Interesting wine list,Wheelchair access",twoStar,France
Le Sarkara,"Courchevel, France",4,Creative,6.638871,45.4122032,2 Stars,0,"Great view,Interesting wine list,Valet parking,Wheelchair access",twoStar,France
Le Skiff Club,"Pyla-sur-Mer, France",4,Modern Cuisine,-1.20669,44.606014,2 Stars,1,"Air conditioning,Car park,Interesting wine list,Valet parking,Wheelchair access",twoStar,France
La Table des Amis,"Bonnieux, France",4,Modern Cuisine,5.3018513,43.8511871,2 Stars,0,"Car park,Garden or park,Interesting wine list,Terrace",twoStar,France
Maison Benoît Vidal,"Annecy, France",4,Creative,6.171891,45.9226978,2 Stars,0,"Air conditioning,Car park,Terrace,Wheelchair access",twoStar,France
Jean Sulpice,"Talloires-Montmin, France",4,Creative,6.210543,45.8393308,2 Stars,1,"Air conditioning,Car park,Garden or park,Great view,Interesting wine list,Terrace,Valet parking,Wheelchair access",twoStar,France
Duende,"Nîmes, France",4,Modern Cuisine,4.3527079,43.8388191,2 Stars,0,"Air conditioning,Interesting wine list,Valet parking,Wheelchair access",twoStar,France
Py-r,"Toulouse, France",4,Creative,1.4408583,43.599313,2 Stars,0,"Air conditioning,Interesting wine list",twoStar,France
La Scène,"Paris, France",4,Modern Cuisine,2.3144577,48.8720059,2 Stars,0,"Air conditioning,Interesting wine list,Wheelchair access",twoStar,France
Les Ambassadeurs by Christophe Cussac,"Monaco, Principality of Monaco",4,Mediterranean Cuisine,7.4275615,43.7405056,2 Stars,0,"Air conditioning,Interesting wine list,Valet parking,Wheelchair access",twoStar,Principality of Monaco
Les Morainières,"Jongieux, France",4,"Creative, Modern Cuisine",5.7983813,45.7448198,2 Stars,0,"Air conditioning,Car park,Great view,Wheelchair access",twoStar,France
La Pyramide - Maison Henriroux,"Vienne, France",4,Modern Cuisine,4.8668625,45.5166376,2 Stars,0,"Air conditioning,Car park,Garden or park,Interesting wine list,Terrace,Wheelchair access",twoStar,France
Cédric Burtin,"Saint-Rémy, France",4,"Creative, Modern Cuisine",4.8204022,46.7567966,2 Stars,0,"Air conditioning,Car park,Interesting wine list,Wheelchair access",twoStar,France
La Merise,"Laubach, France",4,Modern Cuisine,7.7224093,48.8800665,2 Stars,0,"Air conditioning,Car park,Interesting wine list,Wheelchair access",twoStar,France
Racine,"Reims, France",4,Creative,4.03752,49.2528607,2 Stars,0,"Air conditioning,Interesting wine list,Wheelchair access",twoStar,France
Michel Kayser - Restaurant Alexandre,"Garons, France",4,Modern Cuisine,4.4229251,43.7679586,2 Stars,0,"Air conditioning,Car park,Garden or park,Interesting wine list,Terrace,Wheelchair access",twoStar,France
L'Oiseau Blanc,"Paris, France",4,Creative,2.2933134,48.8707602,2 Stars,0,"Air conditioning,Great view,Valet parking,Wheelchair access",twoStar,France
Maison Nouvelle,"Bordeaux, France",4,Modern Cuisine,-0.5721376,44.8524805,2 Stars,0,"Air conditioning,Interesting wine list,Wheelchair access",twoStar,France
La Côte Saint-Jacques,"Joigny, France",4,Modern Cuisine,3.3853151,47.9833796,2 Stars,1,"Air conditioning,Car park,Garden or park,Interesting wine list,Wheelchair access",twoStar,France
La Table de Pavie,"Saint-Emilion, France",4,Creative,-0.1566263,44.8934495,2 Stars,0,"Air conditioning,Car park,Interesting wine list,Wheelchair access",twoStar,France
Blanc,"Paris, France",4,Creative,2.2874808,48.8651172,2 Stars,0,"Air conditioning,Interesting wine list",twoStar,France
La Table de Franck Putelat,"Carcassonne, France",4,"Modern Cuisine, Creative",2.3603104,43.2013363,2 Stars,0,"Air conditioning,Car park,Interesting wine list,Terrace,Wheelchair access",twoStar,France
La Table de Yoann Conte,"Veyrier-du-Lac, France",4,Creative,6.1721868,45.8889235,2 Stars,1,"Air conditioning,Car park,Garden or park,Great view,Interesting wine list,Valet parking,Wheelchair access",twoStar,France
Auberge de l'Ill,"Illhaeusern, France",4,Classic Cuisine,7.433043,48.1844003,2 Stars,0,"Air conditioning,Car park,Garden or park,Great view,Interesting wine list",twoStar,France
La Table d'Olivier Nasti,"Kaysersberg, France",4,Creative,7.265581,48.1386233,2 Stars,0,"Air conditioning,Interesting wine list,Wheelchair access",twoStar,France
Anne de Bretagne,"La Plaine-sur-Mer, France",4,Creative,-2.2134222,47.1547317,2 Stars,0,"Car park,Garden or park,Great view,Interesting wine list,Wheelchair access",twoStar,France
L'Auberge des Glazicks,"Plomodiern, France",4,Creative,-4.2345193,48.1805696,2 Stars,0,"Garden or park,Interesting wine list,Wheelchair access",twoStar,France
Ekaitza,"Ciboure, France",4,"Creative, Modern Cuisine",-1.6674639,43.3852589,2 Stars,0,"Air conditioning,Interesting wine list,Wheelchair access",twoStar,France
L'Auberge de Saint-Rémy - Fanny Rey & Jonathan Wahid,"Saint-Rémy-de-Provence, France",4,Modern Cuisine,4.8333205,43.7885608,2 Stars,0,"Air conditioning,Interesting wine list,Wheelchair access",twoStar,France
René et Maxime Meilleur,"Saint-Martin-de-Belleville, France",4,"Creative, Regional Cuisine",6.513333,45.3690312,2 Stars,0,"Car park,Great view,Interesting wine list",twoStar,France
Cyril Attrazic,"Aumont-Aubrac, France",4,"Creative, Modern Cuisine",3.2877885,44.7169426,2 Stars,1,"Air conditioning,Car park,Interesting wine list,Wheelchair access",twoStar,France
La Villa Archange,"Le Cannet, France",4,Modern Cuisine,7.014556,43.5716556,2 Stars,0,"Air conditioning,Car park,Terrace,Wheelchair access",twoStar,France
L'Auberge de Montmin,"Talloires-Montmin, France",4,Creative,6.2486842,45.8072811,2 Stars,1,"Car park,Great view,Interesting wine list",twoStar,France
Maison Rostang,"Paris, France",4,Classic Cuisine,2.2985363,48.881407,2 Stars,0,"Air conditioning,Interesting wine list,Valet parking",twoStar,France
Lalique,"Bommes, France",4,Modern Cuisine,-0.3374123,44.5493811,2 Stars,0,"Air conditioning,Car park,Garden or park,Great view,Interesting wine list,Wheelchair access",twoStar,France
Christophe Hay - Fleur de Loire,"Blois, France",4,"Modern Cuisine, Creative",1.3378048,47.5823386,2 Stars,1,"Air conditioning,Car park,Garden or park,Interesting wine list,Valet parking,Wheelchair access",twoStar,France
La Grand'Vigne - Les Sources de Caudalie,"Martillac, France",4,Modern Cuisine,-0.5571095,44.7310086,2 Stars,0,"Air conditioning,Car park,Garden or park,Interesting wine list,Wheelchair access",twoStar,France
L'Observatoire du Gabriel,"Bordeaux, France",4,"Modern Cuisine, Creative",-0.5707147,44.8413505,2 Stars,0,"Air conditioning,Great view,Interesting wine list,Wheelchair access",twoStar,France
Maison Ronan Kervarrec,"Saint-Grégoire, France",4,Modern Cuisine,-1.6805561,48.1533015,2 Stars,0,"Air conditioning,Car park,Garden or park,Interesting wine list,Terrace,Wheelchair access",twoStar,France
La Voile - La Réserve Ramatuelle,"Ramatuelle, France",4,Modern Cuisine,6.6481676,43.1923476,2 Stars,0,"Air conditioning,Car park,Garden or park,Great view,Terrace,Valet parking,Wheelchair access",twoStar,France
La Grenouillère,"La Madelaine-sous-Montreuil, France",4,Creative,1.7544175,50.4710226,2 Stars,1,"Car park,Garden or park,Interesting wine list,Wheelchair access",twoStar,France
Le Pressoir d'Argent - Gordon Ramsay,"Bordeaux, France",4,Modern Cuisine,-0.5747973,44.8424463,2 Stars,0,"Air conditioning,Interesting wine list,Valet parking,Wheelchair access",twoStar,France
Le Parc Les Crayères,"Reims, France",4,Modern Cuisine,4.0517461,49.2410909,2 Stars,0,"Air conditioning,Car park,Garden or park,Interesting wine list,Valet parking",twoStar,France
Georges Blanc,"Vonnas, France",4,Classic Cuisine,4.9894987,46.2201083,2 Stars,0,"Air conditioning,Car park,Garden or park,Interesting wine list",twoStar,France
Sylvestre Wahid - Les Grandes Alpes,"Courchevel, France",4,Creative,6.6349308,45.4144213,2 Stars,0,,twoStar,France
Flaveur,"Nice, France",4,Creative,7.2718302,43.7014072,2 Stars,0,"Air conditioning,Interesting wine list,Wheelchair access",twoStar,France
Le Clarence,"Paris, France",4,Creative,2.3098732,48.8673498,2 Stars,0,"Air conditioning,Interesting wine list,Wheelchair access",twoStar,France
La Table Lionel Giraud,"Narbonne, France",4,"Creative, Modern Cuisine",2.9918502,43.1743172,2 Stars,0,"Air conditioning,Car park,Interesting wine list,Wheelchair access",twoStar,France
La Côte d'Or,"Saulieu, France",4,Modern Cuisine,4.2321852,47.2797873,2 Stars,0,"Air conditioning,Garden or park,Interesting wine list,Wheelchair access",twoStar,France
William Frachot,"Dijon, France",4,"Modern Cuisine, Creative",5.0356396,47.3212722,2 Stars,0,"Air conditioning,Interesting wine list,Valet parking,Wheelchair access",twoStar,France
La Fourchette des Ducs,"Obernai, France",4,Modern Cuisine,7.488355,48.4620365,2 Stars,0,"Air conditioning,Interesting wine list,Wheelchair access",twoStar,France
Baumanière 1850,"Courchevel, France",4,Creative,6.6380783,45.4102934,2 Stars,0,"Car park,Interesting wine list,Valet parking,Wheelchair access",twoStar,France
Casadelmar,"Porto-Vecchio, France",4,Modern Cuisine,9.3099771,41.5948102,2 Stars,0,"Air conditioning,Car park,Garden or park,Great view,Interesting wine list,Terrace,Valet parking,Wheelchair access",twoStar,France
Le Chabichou by Stéphane Buron,"Courchevel, France",4,Modern Cuisine,6.629984,45.41616,2 Stars,0,"Great view,Interesting wine list,Valet parking,Wheelchair access",twoStar,France
La Chèvre d'Or,"Èze, France",4,Creative,7.3620885,43.727378,2 Stars,0,"Air conditioning,Car park,Garden or park,Great view,Interesting wine list,Valet parking",twoStar,France
La Cime,"Osaka, Japan",4,"French, Contemporary",135.503519,34.685818,2 Stars,0,Air conditioning,twoStar,Japan
Miyamoto,"Osaka, Japan",4,Japanese,135.513189,34.698372,2 Stars,0,"Air conditioning,Counter dining,Shoes must be removed",twoStar,Japan
Fujiya 1935,"Osaka, Japan",4,Innovative,135.511871,34.683037,2 Stars,0,Air conditioning,twoStar,Japan
Koryu,"Osaka, Japan",4,Japanese,135.510132,34.686929,2 Stars,0,"Air conditioning,Counter dining",twoStar,Japan
Yugen,"Osaka, Japan",4,Japanese,135.521663,34.664773,2 Stars,0,"Air conditioning,Counter dining",twoStar,Japan
Shunsaiten Tsuchiya,"Osaka, Japan",3,"Tempura, Japanese",135.490966,34.760534,2 Stars,0,"Air conditioning,Car park,Counter dining",twoStar,Japan
Sushi Harasho,"Osaka, Japan",3,Sushi,135.51986,34.662195,2 Stars,0,"Air conditioning,Counter dining",twoStar,Japan
Yusokuryori Mankamero,"Kyoto, Japan",4,Japanese,135.750507,35.022114,2 Stars,0,"Air conditioning,Shoes must be removed",twoStar,Japan
Sanso Kyoyamato,"Kyoto, Japan",4,Japanese,135.78139,34.999252,2 Stars,0,"Air conditioning,Great view,Shoes must be removed",twoStar,Japan
Ogata,"Kyoto, Japan",4,Japanese,135.755967,35.003191,2 Stars,0,"Air conditioning,Counter dining",twoStar,Japan
Kyokaiseki Kichisen,"Kyoto, Japan",4,Japanese,135.771236,35.035717,2 Stars,0,"Air conditioning,Counter dining,Shoes must be removed",twoStar,Japan
Gion Nishikawa,"Kyoto, Japan",4,Japanese,135.778857,34.999797,2 Stars,0,"Air conditioning,Counter dining",twoStar,Japan
Otagi,"Kyoto, Japan",4,Japanese,135.73416,35.050744,2 Stars,0,"Air conditioning,Car park,Counter dining",twoStar,Japan
Numata,"Osaka, Japan",4,Tempura,135.497901,34.697954,2 Stars,0,"Air conditioning,Counter dining",twoStar,Japan
KAHALA,"Osaka, Japan",4,Innovative,135.499685,34.697522,2 Stars,0,"Air conditioning,Counter dining",twoStar,Japan
Oimatsu Hisano,"Osaka, Japan",4,Japanese,135.504137,34.697005,2 Stars,0,"Air conditioning,Counter dining",twoStar,Japan
Miyamaso,"Kyoto, Japan",3,Japanese,135.793011,35.233154,2 Stars,1,"Air conditioning,Car park,Shoes must be removed,Valet parking",twoStar,Japan
Sumibi Kappo Ifuki,"Kyoto, Japan",4,Japanese,135.775255,35.002345,2 Stars,0,"Air conditioning,Counter dining,Shoes must be removed",twoStar,Japan
Kenninji Gion Maruyama,"Kyoto, Japan",4,Japanese,135.774574,34.998809,2 Stars,0,"Air conditioning,Shoes must be removed",twoStar,Japan
Kodaiji Wakuden,"Kyoto, Japan",4,Japanese,135.779734,35.001635,2 Stars,1,"Air conditioning,Counter dining,Shoes must be removed",twoStar,Japan
Kikunoi Roan,"Kyoto, Japan",3,Japanese,135.770647,35.003449,2 Stars,0,"Air conditioning,Counter dining",twoStar,Japan
Tenjimbashi Aoki,"Osaka, Japan",4,Japanese,135.511084,34.71394,2 Stars,0,"Air conditioning,Counter dining",twoStar,Japan
Sojiki Nakahigashi,"Kyoto, Japan",3,Japanese,135.792708,35.027601,2 Stars,1,"Air conditioning,Counter dining",twoStar,Japan
Kodaiji Jugyuan,"Kyoto, Japan",4,Japanese,135.781565,34.998694,2 Stars,0,"Air conditioning,Car park,Counter dining,Shoes must be removed",twoStar,Japan
Gion Matayoshi,"Kyoto, Japan",4,Japanese,135.774545,35.003349,2 Stars,0,"Air conditioning,Counter dining,Notable sake list",twoStar,Japan
Gion Maruyama,"Kyoto, Japan",4,Japanese,135.776068,35.002587,2 Stars,0,"Air conditioning,Counter dining,Shoes must be removed",twoStar,Japan
Ryō-shō,"Kyoto, Japan",4,Japanese,135.775871,35.00237,2 Stars,0,"Air conditioning,Counter dining",twoStar,Japan
